step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767414022,1767414036,14,success
HEALTH_CHECK_1,1767414096,1767414121,25,success
HEALTH_CHECK_2,1767414070,1767414093,23,success
HEALTH_CHECK_3,1767414039,1767414067,28,success
NODE_SIMULATION,1767414124,1767414290,166,success
INTERIM_HEALTH_CHECK,1767414293,1767414322,29,success
RACK_SIMULATION,1767414325,1767414688,363,success
FINAL_HEALTH_CHECK,1767414691,1767414718,27,success
FINAL_HEALTH_CHECK,1767414720,1767414742,22,success
