step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767474286,1767474301,15,success
HEALTH_CHECK_1,1767474360,1767474386,26,success
HEALTH_CHECK_3,1767474303,1767474328,25,success
HEALTH_CHECK_2,1767474331,1767474356,25,success
NODE_SIMULATION,1767474390,1767474549,159,success
INTERIM_HEALTH_CHECK,1767474552,1767474576,24,success
RACK_SIMULATION,1767474579,1767474941,362,success
FINAL_HEALTH_CHECK,1767474944,1767474968,24,success
FINAL_HEALTH_CHECK,1767474971,1767474984,13,success
