step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767469590,1767469604,14,success
HEALTH_CHECK_2,1767469607,1767469631,24,success
HEALTH_CHECK_3,1767469634,1767469657,23,success
HEALTH_CHECK_1,1767469660,1767469684,24,success
NODE_SIMULATION,1767469687,1767469848,161,success
INTERIM_HEALTH_CHECK,1767469851,1767469873,22,success
RACK_SIMULATION,1767469876,1767470235,359,success
FINAL_HEALTH_CHECK,1767470238,1767470262,24,success
FINAL_HEALTH_CHECK,1767470265,1767470279,14,success
