step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767430988,1767431004,16,success
HEALTH_CHECK_1,1767431006,1767431042,36,success
HEALTH_CHECK_2,1767431044,1767431076,32,success
HEALTH_CHECK_3,1767431079,1767431105,26,success
NODE_SIMULATION,1767431108,1767431278,170,success
INTERIM_HEALTH_CHECK,1767431281,1767431312,31,success
RACK_SIMULATION,1767431315,1767431680,365,success
FINAL_HEALTH_CHECK,1767431684,1767431710,26,success
FINAL_HEALTH_CHECK,1767431713,1767431739,26,success
