step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767407831,1767407844,13,success
HEALTH_CHECK_1,1767407954,1767408030,76,success
HEALTH_CHECK_2,1767407847,1767407913,66,success
HEALTH_CHECK_3,1767407916,1767407951,35,success
NODE_SIMULATION,1767408033,1767408232,199,success
INTERIM_HEALTH_CHECK,1767408235,1767408286,51,success
RACK_SIMULATION,1767408289,1767408684,395,success
FINAL_HEALTH_CHECK,1767408687,1767408739,52,success
FINAL_HEALTH_CHECK,1767408742,1767408757,15,success
