step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767467256,1767467270,14,success
HEALTH_CHECK_1,1767467325,1767467350,25,success
HEALTH_CHECK_3,1767467272,1767467296,24,success
HEALTH_CHECK_2,1767467299,1767467322,23,success
NODE_SIMULATION,1767467353,1767467511,158,success
INTERIM_HEALTH_CHECK,1767467513,1767467536,23,success
RACK_SIMULATION,1767467539,1767467897,358,success
FINAL_HEALTH_CHECK,1767467900,1767467925,25,success
FINAL_HEALTH_CHECK,1767467928,1767467941,13,success
