step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767470368,1767470382,14,success
HEALTH_CHECK_1,1767470385,1767470408,23,success
HEALTH_CHECK_2,1767470437,1767470461,24,success
HEALTH_CHECK_3,1767470411,1767470434,23,success
NODE_SIMULATION,1767470464,1767470626,162,success
INTERIM_HEALTH_CHECK,1767470630,1767470655,25,success
RACK_SIMULATION,1767470657,1767471017,360,success
FINAL_HEALTH_CHECK,1767471020,1767471044,24,success
FINAL_HEALTH_CHECK,1767471047,1767471061,14,success
