step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767434290,1767434303,13,success
HEALTH_CHECK_3,1767434306,1767434332,26,success
HEALTH_CHECK_2,1767434335,1767434360,25,success
HEALTH_CHECK_1,1767434363,1767434389,26,success
NODE_SIMULATION,1767434392,1767434564,172,success
INTERIM_HEALTH_CHECK,1767434568,1767434591,23,success
RACK_SIMULATION,1767434594,1767434956,362,success
FINAL_HEALTH_CHECK,1767434959,1767434984,25,success
FINAL_HEALTH_CHECK,1767434987,1767435009,22,success
