step,start_epoch,end_epoch,duration_seconds,status
HEALTH_CHECK_1,0,0,18,SUCCESS
HEALTH_CHECK_2,0,0,18,SUCCESS
HEALTH_CHECK_3,0,0,18,SUCCESS
NODE_SIMULATION,0,0,145,SUCCESS
INTERIM_HEALTH_CHECK,0,0,6,SUCCESS
RACK_SIMULATION,0,0,343,SUCCESS
FINAL_HEALTH_CHECK,0,0,6,SUCCESS
