step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767452949,1767452974,25,success
HEALTH_CHECK_1,1767452977,1767453013,36,success
HEALTH_CHECK_3,1767453015,1767453041,26,success
HEALTH_CHECK_2,1767453044,1767453072,28,success
NODE_SIMULATION,1767453075,1767453238,163,success
INTERIM_HEALTH_CHECK,1767453241,1767453266,25,success
RACK_SIMULATION,1767453269,1767453637,368,success
FINAL_HEALTH_CHECK,1767453641,1767453665,24,success
FINAL_HEALTH_CHECK,1767453668,1767453687,19,success
