step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767422104,1767422123,19,success
HEALTH_CHECK_1,1767422126,1767422148,22,success
HEALTH_CHECK_2,1767422179,1767422210,31,success
HEALTH_CHECK_3,1767422151,1767422176,25,success
NODE_SIMULATION,1767422212,1767422373,161,success
INTERIM_HEALTH_CHECK,1767422376,1767422401,25,success
RACK_SIMULATION,1767422404,1767422778,374,success
FINAL_HEALTH_CHECK,1767422781,1767422806,25,success
FINAL_HEALTH_CHECK,1767422808,1767422829,21,success
