step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767409870,1767409901,31,success
HEALTH_CHECK_1,1767409904,1767410119,215,success
HEALTH_CHECK_3,1767410181,1767410223,42,success
HEALTH_CHECK_2,1767410122,1767410178,56,success
NODE_SIMULATION,1767410226,1767410433,207,success
INTERIM_HEALTH_CHECK,1767410436,1767410488,52,success
RACK_SIMULATION,1767410491,1767410889,398,success
FINAL_HEALTH_CHECK,1767410892,1767410951,59,success
FINAL_HEALTH_CHECK,1767410954,1767410968,14,success
