step,start_epoch,end_epoch,duration_seconds,status
INITIALIZE,1767482055,1767482069,14,success
HEALTH_CHECK_3,1767482125,1767482150,25,success
HEALTH_CHECK_1,1767482072,1767482095,23,success
HEALTH_CHECK_2,1767482098,1767482122,24,success
NODE_SIMULATION,1767482152,1767482309,157,success
INTERIM_HEALTH_CHECK,1767482313,1767482336,23,success
RACK_SIMULATION,1767482339,1767482697,358,success
FINAL_HEALTH_CHECK,1767482700,1767482725,25,success
FINAL_HEALTH_CHECK,1767482727,1767482741,14,success
